t, theta (rad)
0, 0.277106
0.02, 0.275677
0.04, 0.271409
0.06, 0.264343
0.08, 0.254552
0.1, 0.242136
0.12, 0.227219
0.14, 0.209955
0.16, 0.190519
0.18, 0.16911
0.2, 0.145949
0.22, 0.121274
0.24, 0.0953412
0.26, 0.0684194
0.28, 0.0407889
0.3, 0.0127375
0.32, -0.015442
0.34, -0.0434556
0.36, -0.0710112
0.38, -0.0978219
0.4, -0.123609
0.42, -0.148105
0.44, -0.171058
0.46, -0.19223
0.48, -0.211406
0.5, -0.228389
0.52, -0.243006
0.54, -0.255111
0.56, -0.26458
0.58, -0.271318
0.6, -0.27526
0.62, -0.276364
0.64, -0.274621
0.66, -0.270049
0.68, -0.262693
0.7, -0.252629
0.72, -0.239959
0.74, -0.224811
0.76, -0.20734
0.78, -0.187723
0.8, -0.166163
0.82, -0.14288
0.84, -0.118116
0.86, -0.0921259
0.88, -0.0651807
0.9, -0.0375605
0.92, -0.00955308
0.94, 0.0185493
0.96, 0.0464533
0.98, 0.0738682
1, 0.100508
1.02, 0.126097
1.04, 0.150369
1.06, 0.173075
1.08, 0.193979
1.1, 0.212869
1.12, 0.229551
1.14, 0.243856
1.16, 0.255639
1.18, 0.264781
1.2, 0.271192
1.22, 0.274806
1.24, 0.275588
1.26, 0.27353
1.28, 0.268654
1.3, 0.261009
1.32, 0.250673
1.34, 0.23775
1.36, 0.222372
1.38, 0.204695
1.4, 0.1849
1.42, 0.16319
1.44, 0.139789
1.46, 0.114938
1.48, 0.0888943
1.5, 0.0619288
1.52, 0.0343222
1.54, 0.00636222
1.56, -0.0216594
1.58, -0.0494504
1.6, -0.0767209
1.62, -0.103187
1.64, -0.128574
1.66, -0.152619
1.68, -0.175074
1.7, -0.195707
1.72, -0.214308
1.74, -0.230687
1.76, -0.244677
1.78, -0.256137
1.8, -0.264951
1.82, -0.271032
1.84, -0.274318
1.86, -0.274777
1.88, -0.272404
1.9, -0.267225
1.92, -0.259291
1.94, -0.248683
1.96, -0.235508
1.98, -0.219901
2, -0.202021
2.02, -0.18205
2.04, -0.160193
2.06, -0.136676
2.08, -0.111741
2.1, -0.0856466
2.12, -0.0586642
2.14, -0.0310746
2.16, -0.00316558
2.18, 0.0247718
2.2, 0.052446
2.22, 0.0795686
2.24, 0.105857
2.26, 0.131039
2.28, 0.154853
2.3, 0.177054
2.32, 0.197414
2.34, 0.215723
2.36, 0.231796
2.38, 0.245469
2.4, 0.256604
2.42, 0.265089
2.44, 0.270839
2.46, 0.273796
2.48, 0.273931
2.5, 0.271244
2.52, 0.265761
2.54, 0.257538
2.56, 0.246659
2.58, 0.233234
2.6, 0.2174
2.62, 0.199318
2.64, 0.179173
2.66, 0.157172
2.68, 0.133541
2.7, 0.108525
2.72, 0.0823833
2.74, 0.0553874
2.76, 0.0278184
2.78, -3.62002e-005
2.8, -0.0278857
2.82, -0.0554396
2.84, -0.0824106
2.86, -0.108518
2.88, -0.133491
2.9, -0.157072
2.92, -0.179016
2.94, -0.199098
2.96, -0.217114
2.98, -0.232879
3, -0.246233
3.02, -0.257041
3.04, -0.265195
3.06, -0.270612
3.08, -0.273239
3.1, -0.27305
3.12, -0.270047
3.14, -0.264261
3.16, -0.255751
3.18, -0.244602
3.2, -0.230928
3.22, -0.214868
3.24, -0.196586
3.26, -0.176269
3.28, -0.154126
3.3, -0.130385
3.32, -0.105291
3.34, -0.079105
3.36, -0.0520989
3.38, -0.024554
3.4, 0.00324247
3.42, 0.0310004
3.44, 0.0584302
3.46, 0.0852462
3.48, 0.111169
3.5, 0.13593
3.52, 0.159273
3.54, 0.180958
3.56, 0.20076
3.58, 0.218479
3.6, 0.233933
3.62, 0.246966
3.64, 0.257445
3.66, 0.265266
3.68, 0.270351
3.7, 0.272647
3.72, 0.272134
3.74, 0.268815
3.76, 0.262726
3.78, 0.253928
3.8, 0.24251
3.82, 0.228589
3.84, 0.212305
3.86, 0.193825
3.88, 0.173339
3.9, 0.151056
3.92, 0.127208
3.94, 0.102039
3.96, 0.0758122
3.98, 0.0487993
4, 0.0212821
4.02, -0.00645258
4.04, -0.0341152
4.06, -0.0614173
4.08, -0.0880744
4.1, -0.113809
4.12, -0.138355
4.14, -0.161457
4.16, -0.182878
4.18, -0.202398
4.2, -0.219818
4.22, -0.234959
4.24, -0.247668
4.26, -0.257817
4.28, -0.265304
4.3, -0.270054
4.32, -0.272019
4.34, -0.271181
4.36, -0.267547
4.38, -0.261155
4.4, -0.252071
4.42, -0.240385
4.44, -0.226217
4.46, -0.209711
4.48, -0.191036
4.5, -0.170382
4.52, -0.147963
4.54, -0.12401
4.56, -0.0987699
4.58, -0.0725053
4.6, -0.0454892
4.62, -0.0180033
4.64, 0.00966584
4.66, 0.0372294
4.68, 0.0644001
4.7, 0.0908946
4.72, 0.116438
4.74, 0.140764
4.76, 0.163623
4.78, 0.184778
4.8, 0.204012
4.82, 0.221129
4.84, 0.235955
4.86, 0.248339
4.88, 0.258156
4.9, 0.265308
4.92, 0.269722
4.94, 0.271355
4.96, 0.270191
4.98, 0.266242
5, 0.259548
5.02, 0.250178
5.04, 0.238225
5.06, 0.223813
5.08, 0.207086
5.1, 0.188218
5.12, 0.1674
5.14, 0.144847
5.16, 0.120792
5.18, 0.0954836
5.2, 0.0691848
5.22, 0.0421692
5.24, 0.0147183
5.26, -0.0128816
5.28, -0.0403424
5.3, -0.0673777
5.32, -0.093706
5.34, -0.119054
5.36, -0.143158
5.38, -0.165769
5.4, -0.186655
5.42, -0.205601
5.44, -0.222413
5.46, -0.236922
5.48, -0.248978
5.5, -0.258461
5.52, -0.265276
5.54, -0.269354
5.56, -0.270654
5.58, -0.269165
5.6, -0.2649
5.62, -0.257905
5.64, -0.248249
5.66, -0.236031
5.68, -0.221376
5.7, -0.204431
5.72, -0.185371
5.74, -0.164391
5.76, -0.141708
5.78, -0.117554
5.8, -0.0921807
5.82, -0.0658513
5.84, -0.0388398
5.86, -0.0114276
5.88, 0.0160991
5.9, 0.0434532
5.92, 0.0703495
5.94, 0.0965078
5.96, 0.121656
5.98, 0.145534
6, 0.167895
6.02, 0.188509
6.04, 0.207164
6.06, 0.223669
6.08, 0.237857
6.1, 0.249584
6.12, 0.258732
6.14, 0.265209
6.16, 0.268949
6.18, 0.269916
6.2, 0.268101
6.22, 0.263522
6.24, 0.256225
6.26, 0.246285
6.28, 0.233803
6.3, 0.218906
6.32, 0.201745
6.34, 0.182497
6.36, 0.161357
6.38, 0.138546
6.4, 0.114297
6.42, 0.0888618
6.44, 0.0625053
6.46, 0.0355016
6.48, 0.00813205
6.5, -0.0193177
6.52, -0.0465613
6.54, -0.0733147
6.56, -0.0992993
6.58, -0.124245
6.6, -0.147894
6.62, -0.170001
6.64, -0.190339
6.66, -0.208699
6.68, -0.224895
6.7, -0.238761
6.72, -0.250157
6.74, -0.258968
6.76, -0.265105
6.78, -0.268507
6.8, -0.269141
6.82, -0.266999
6.84, -0.262105
6.86, -0.254508
6.88, -0.244286
6.9, -0.231541
6.92, -0.216404
6.94, -0.199029
6.96, -0.179594
6.98, -0.158298
7, -0.135361
7.02, -0.11102
7.04, -0.0855274
7.06, -0.0591475
7.08, -0.0321553
7.1, -0.00483219
7.12, 0.0225367
7.14, 0.0496659
7.16, 0.0762725
7.18, 0.10208
7.2, 0.126819
7.22, 0.150235
7.24, 0.172085
7.26, 0.192144
7.28, 0.210208
7.3, 0.226091
7.32, 0.239633
7.34, 0.250696
7.36, 0.259168
7.38, 0.264965
7.4, 0.268028
7.42, 0.268327
7.44, 0.26586
7.46, 0.260651
7.48, 0.252755
7.5, 0.24225
7.52, 0.229244
7.54, 0.213869
7.56, 0.196282
7.58, 0.176663
7.6, 0.155214
7.62, 0.132155
7.64, 0.107725
7.66, 0.0821779
7.68, 0.0557783
7.7, 0.0288015
7.72, 0.00152874
7.74, -0.0257553
7.76, -0.0527661
7.78, -0.0792221
7.8, -0.104848
7.82, -0.129377
7.84, -0.152556
7.86, -0.174146
7.88, -0.193924
7.9, -0.211688
7.92, -0.227257
7.94, -0.240472
7.96, -0.2512
7.98, -0.259332
8, -0.264787
8.02, -0.26751
8.04, -0.267475
8.06, -0.264682
8.08, -0.25916
8.1, -0.250964
8.12, -0.240179
8.14, -0.226913
8.16, -0.211302
8.18, -0.193505
8.2, -0.173705
8.22, -0.152105
8.24, -0.128927
8.26, -0.104412
8.28, -0.0788139
8.3, -0.0523984
8.32, -0.0254408
8.34, 0.00177762
8.36, 0.0289729
8.38, 0.0558613
8.4, 0.0821627
8.42, 0.107603
8.44, 0.131919
8.46, 0.154858
8.48, 0.176184
8.5, 0.195678
8.52, 0.213139
8.54, 0.228391
8.56, 0.241277
8.58, 0.251668
8.6, 0.259459
8.62, 0.264571
8.64, 0.266954
8.66, 0.266584
8.68, 0.263465
8.7, 0.257629
8.72, 0.249136
8.74, 0.238071
8.76, 0.224547
8.78, 0.208703
8.8, 0.190698
8.82, 0.17072
8.84, 0.148972
8.86, 0.125679
8.88, 0.101082
8.9, 0.075436
8.92, 0.0490083
8.94, 0.0220739
8.96, -0.00508618
8.98, -0.0321886
9, -0.0589507
9.02, -0.0850936
9.04, -0.110345
9.06, -0.134444
9.08, -0.157139
9.1, -0.178199
9.12, -0.197405
9.14, -0.214561
9.16, -0.229493
9.18, -0.242048
9.2, -0.252101
9.22, -0.259549
9.24, -0.264317
9.26, -0.266359
9.28, -0.265654
9.3, -0.26221
9.32, -0.256061
9.34, -0.24727
9.36, -0.235927
9.38, -0.222147
9.4, -0.206071
9.42, -0.187862
9.44, -0.167707
9.46, -0.145814
9.48, -0.122409
9.5, -0.0977338
9.52, -0.0720446
9.54, -0.0456087
9.56, -0.0187015
9.58, 0.00839624
9.6, 0.0354018
9.62, 0.0620335
9.64, 0.0880139
9.66, 0.113073
9.68, 0.13695
9.7, 0.159399
9.72, 0.180188
9.74, 0.199103
9.76, 0.215952
9.78, 0.230562
9.8, 0.242785
9.82, 0.252497
9.84, 0.259601
9.86, 0.264025
9.88, 0.265725
9.9, 0.264685
9.92, 0.260915
9.94, 0.254454
9.96, 0.245367
9.98, 0.233748
10, 0.219713
10.02, 0.203407
10.04, 0.184995
10.06, 0.164668
10.08, 0.142633
10.1, 0.119119
10.12, 0.0943694
10.14, 0.0686404
10.16, 0.0422002
10.18, 0.0153242
10.2, -0.0117071
10.22, -0.0386117
10.24, -0.065109
10.26, -0.0909229
10.28, -0.115785
10.3, -0.139438
10.32, -0.161636
10.34, -0.182152
10.36, -0.200774
10.38, -0.217312
10.4, -0.231597
10.42, -0.243485
10.44, -0.252856
10.46, -0.259614
10.48, -0.263693
10.5, -0.265051
10.52, -0.263675
10.54, -0.25958
10.56, -0.252808
10.58, -0.243426
10.6, -0.231532
10.62, -0.217245
10.64, -0.200711
10.66, -0.1821
10.68, -0.161602
10.7, -0.139429
10.72, -0.11581
10.74, -0.0909888
10.76, -0.0652239
10.78, -0.0387834
10.8, -0.0119428
10.82, 0.015018
10.84, 0.0418174
10.86, 0.0681762
10.88, 0.0938197
10.9, 0.118481
10.92, 0.141906
10.94, 0.16385
10.96, 0.184089
10.98, 0.202415
11, 0.21864
11.02, 0.232598
11.04, 0.24415
11.06, 0.253176
11.08, 0.259588
11.1, 0.26332
11.12, 0.264336
11.14, 0.262625
11.16, 0.258206
11.18, 0.251123
11.2, 0.241448
11.22, 0.229279
11.24, 0.214742
11.26, 0.197983
11.28, 0.179175
11.3, 0.15851
11.32, 0.136202
11.34, 0.112481
11.36, 0.0875926
11.38, 0.0617958
11.4, 0.035359
11.42, 0.00855782
11.44, -0.0183281
11.46, -0.0450183
11.48, -0.0712345
11.5, -0.0967036
11.52, -0.121161
11.54, -0.144353
11.56, -0.16604
11.58, -0.185999
11.6, -0.204026
11.62, -0.219935
11.64, -0.233564
11.66, -0.244777
11.68, -0.253459
11.7, -0.259523
11.72, -0.262908
11.74, -0.263581
11.76, -0.261535
11.78, -0.256791
11.8, -0.249398
11.82, -0.239431
11.84, -0.226991
11.86, -0.212205
11.88, -0.195223
11.9, -0.176221
11.92, -0.155392
11.94, -0.132952
11.96, -0.109133
11.98, -0.0841814
12, -0.0583566
12.02, -0.0319277
12.04, -0.00517012
12.06, 0.0216369
12.08, 0.0482136
12.1, 0.0742829
12.12, 0.0995736
12.14, 0.123823
12.16, 0.146779
12.18, 0.168206
12.2, 0.187882
12.22, 0.205606
12.24, 0.221196
12.26, 0.234495
12.28, 0.245367
12.3, 0.253702
12.32, 0.259418
12.34, 0.262455
12.36, 0.262785
12.38, 0.260404
12.4, 0.255337
12.42, 0.247635
12.44, 0.237377
12.46, 0.224666
12.48, 0.209634
12.5, 0.192432
12.52, 0.173238
12.54, 0.152249
12.56, 0.129681
12.58, 0.105767
12.6, 0.0807556
12.62, 0.054907
12.64, 0.0284901
12.66, 0.00178038
12.68, -0.0249434
12.7, -0.0514024
12.72, -0.0773208
12.74, -0.102429
12.76, -0.126466
12.78, -0.149183
12.8, -0.170345
12.82, -0.189735
12.84, -0.207154
12.86, -0.222424
12.88, -0.235389
12.9, -0.245919
12.92, -0.253906
12.94, -0.259272
12.96, -0.261961
12.98, -0.261947
13, -0.259231
13.02, -0.253841
13.04, -0.245832
13.06, -0.235284
13.08, -0.222306
13.1, -0.207029
13.12, -0.18961
13.14, -0.170227
13.16, -0.14908
13.18, -0.126387
13.2, -0.102383
13.22, -0.077316
13.24, -0.0514475
13.26, -0.0250469
13.28, 0.00161066
13.3, 0.0282469
13.32, 0.0545839
13.34, 0.0803473
13.36, 0.105269
13.38, 0.12909
13.4, 0.151564
13.42, 0.172458
13.44, 0.191559
13.46, 0.20867
13.48, 0.223616
13.5, 0.236246
13.52, 0.246432
13.54, 0.25407
13.56, 0.259085
13.58, 0.261425
13.6, 0.261068
13.62, 0.258017
13.64, 0.252305
13.66, 0.243989
13.68, 0.233153
13.7, 0.219909
13.72, 0.20439
13.74, 0.186756
13.76, 0.167188
13.78, 0.145887
13.8, 0.123073
13.82, 0.0989815
13.84, 0.0738631
13.86, 0.047979
13.88, 0.0215988
13.9, -0.00500226
13.92, -0.0315466
13.94, -0.0577574
13.96, -0.0833615
13.98, -0.108093
14, -0.131694
14.02, -0.153921
14.04, -0.174544
14.06, -0.193353
14.08, -0.210153
14.1, -0.224773
14.12, -0.237066
14.14, -0.246905
14.16, -0.254193
14.18, -0.258856
14.2, -0.260847
14.22, -0.260146
14.24, -0.256762
14.26, -0.250728
14.28, -0.242106
14.3, -0.230985
14.32, -0.217476
14.34, -0.201718
14.36, -0.183872
14.38, -0.164122
14.4, -0.14267
14.42, -0.119738
14.44, -0.0955634
14.46, -0.0703975
14.48, -0.0445019
14.5, -0.0181466
14.52, 0.00839366
14.54, 0.0348418
14.56, 0.0609221
14.58, 0.0863627
14.6, 0.110899
14.62, 0.134276
14.64, 0.156253
14.66, 0.176602
14.68, 0.195115
14.7, 0.211602
14.72, 0.225894
14.74, 0.237847
14.76, 0.247339
14.78, 0.254275
14.8, 0.258585
14.82, 0.260226
14.84, 0.259182
14.86, 0.255464
14.88, 0.24911
14.9, 0.240184
14.92, 0.228778
14.94, 0.215007
14.96, 0.199012
14.98, 0.180957
15, 0.161027
15.02, 0.139428
15.04, 0.116382
15.06, 0.092129
15.08, 0.0669197
15.1, 0.0410171
15.12, 0.0146909
15.14, -0.0117841
15.16, -0.0381317
15.18, -0.064077
15.2, -0.0893499
15.22, -0.113688
15.24, -0.136837
15.26, -0.15856
15.28, -0.178631
15.3, -0.196845
15.32, -0.213016
15.34, -0.226977
15.36, -0.238589
15.38, -0.247732
15.4, -0.254315
15.42, -0.258272
15.44, -0.259563
15.46, -0.258176
15.48, -0.254124
15.5, -0.247451
15.52, -0.238222
15.54, -0.226533
15.56, -0.212502
15.58, -0.196273
15.6, -0.178012
15.62, -0.157906
15.64, -0.136163
15.66, -0.113007
15.68, -0.088679
15.7, -0.0634306
15.72, -0.0375251
15.74, -0.0112325
15.76, 0.0151728
15.78, 0.0414153
15.8, 0.0672215
15.82, 0.0923224
15.84, 0.116457
15.86, 0.139376
15.88, 0.16084
15.9, 0.180631
15.92, 0.198543
15.94, 0.214395
15.96, 0.228023
15.98, 0.239291
16, 0.248084
16.02, 0.254313
16.04, 0.257916
16.06, 0.258856
16.08, 0.257126
16.1, 0.252742
16.12, 0.24575
16.14, 0.23622
16.16, 0.22425
16.18, 0.209962
16.2, 0.193501
16.22, 0.175037
16.24, 0.154758
16.26, 0.132875
16.28, 0.109613
16.3, 0.0852139
16.32, 0.0599306
16.34, 0.0340267
16.36, 0.00777221
16.38, -0.018559
16.4, -0.044692
16.42, -0.0703546
16.44, -0.0952793
16.46, -0.119207
16.48, -0.14189
16.5, -0.163094
16.52, -0.1826
16.54, -0.200208
16.56, -0.215737
16.58, -0.229031
16.6, -0.239953
16.62, -0.248394
16.64, -0.254268
16.66, -0.257516
16.68, -0.258106
16.7, -0.256033
16.72, -0.251317
16.74, -0.244007
16.76, -0.234178
16.78, -0.221929
16.8, -0.207386
16.82, -0.190696
16.84, -0.172032
16.86, -0.151584
16.88, -0.129564
16.9, -0.1062
16.92, -0.0817344
16.94, -0.0564206
16.96, -0.0305227
16.98, -0.00431071
17, 0.0219418
17.02, 0.0479609
17.04, 0.0734755
17.06, 0.0982198
17.08, 0.121937
17.1, 0.144381
17.12, 0.165319
17.14, 0.184537
17.16, 0.201838
17.18, 0.217043
17.2, 0.229999
17.22, 0.240575
17.24, 0.248662
17.26, 0.254179
17.28, 0.257072
17.3, 0.257312
17.32, 0.254896
17.34, 0.249849
17.36, 0.242224
17.38, 0.232096
17.4, 0.219571
17.42, 0.204774
17.44, 0.187859
17.46, 0.168997
17.48, 0.148384
17.5, 0.126232
17.52, 0.10277
17.54, 0.078241
17.56, 0.052901
17.58, 0.0270136
17.6, 0.000848786
17.62, -0.0253205
17.64, -0.0512212
17.66, -0.0765833
17.68, -0.101143
17.7, -0.124645
17.72, -0.146846
17.74, -0.167516
17.76, -0.186443
17.78, -0.203433
17.8, -0.218312
17.82, -0.230928
17.84, -0.241154
17.86, -0.248887
17.88, -0.254047
17.9, -0.256585
17.92, -0.256474
17.94, -0.253715
17.96, -0.248339
17.98, -0.240398
18, -0.229975
18.02, -0.217174
18.04, -0.202128
18.06, -0.184989
18.08, -0.165934
18.1, -0.145158
18.12, -0.122877
18.14, -0.0993212
18.16, -0.0747344
18.18, -0.0493727
18.2, -0.0235004
18.22, 0.00261277
18.24, 0.0286943
18.26, 0.054472
18.28, 0.0796773
18.3, 0.104048
18.32, 0.127331
18.34, 0.149285
18.36, 0.169683
18.38, 0.188316
18.4, 0.204992
18.42, 0.219542
18.44, 0.231817
18.46, 0.241692
18.48, 0.249068
18.5, 0.253871
18.52, 0.256052
18.54, 0.255591
18.56, 0.252491
18.58, 0.246785
18.6, 0.238531
18.62, 0.227813
18.64, 0.21474
18.66, 0.199446
18.68, 0.182087
18.7, 0.162842
18.72, 0.141908
18.74, 0.119502
18.76, 0.095856
18.78, 0.0712153
18.8, 0.0458364
18.82, 0.0199837
18.84, -0.00607317
18.86, -0.0320622
18.88, -0.0577125
18.9, -0.0827565
18.92, -0.106934
18.94, -0.129994
18.96, -0.151697
18.98, -0.17182
19, -0.190155
19.02, -0.206515
19.04, -0.220733
19.06, -0.232664
19.08, -0.242187
19.1, -0.249206
19.12, -0.25365
19.14, -0.255475
19.16, -0.254663
19.18, -0.251222
19.2, -0.245188
19.22, -0.236622
19.24, -0.225611
19.26, -0.212268
19.28, -0.196729
19.3, -0.179153
19.32, -0.159721
19.34, -0.138633
19.36, -0.116106
19.38, -0.0923744
19.4, -0.0676843
19.42, -0.0422927
19.44, -0.0164643
19.46, 0.0095316
19.48, 0.0354236
19.5, 0.0609418
19.52, 0.0858202
19.54, 0.1098
19.56, 0.132632
19.58, 0.154081
19.6, 0.173925
19.62, 0.19196
19.64, 0.208001
19.66, 0.221885
19.68, 0.23347
19.7, 0.242639
19.72, 0.249299
19.74, 0.253384
19.76, 0.254852
19.78, 0.25369
19.8, 0.249908
19.82, 0.243547
19.84, 0.234671
19.86, 0.22337
19.88, 0.209759
19.9, 0.193978
19.92, 0.176189
19.94, 0.156573
19.96, 0.135334
19.98, 0.11269
20, 0.0888772
20.02, 0.0641421
20.04, 0.0387425
20.06, 0.012943
20.08, -0.0129872
20.1, -0.0387776
20.12, -0.0641591
20.14, -0.0888673
20.16, -0.112645
20.18, -0.135247
20.2, -0.156437
20.22, -0.175998
20.24, -0.193729
20.26, -0.209449
20.28, -0.222996
20.3, -0.234233
20.32, -0.243046
20.34, -0.249347
20.36, -0.253072
20.38, -0.254184
20.4, -0.252671
20.42, -0.24855
20.44, -0.241863
20.46, -0.232678
20.48, -0.221089
20.5, -0.207213
20.52, -0.191193
20.54, -0.173192
20.56, -0.153397
20.58, -0.132011
20.6, -0.109255
20.62, -0.0853649
20.64, -0.0605895
20.66, -0.0351864
20.68, -0.00942051
20.7, 0.0164393
20.72, 0.0421232
20.74, 0.0673634
20.76, 0.0918971
20.78, 0.115469
20.8, 0.137835
20.82, 0.158763
20.84, 0.178039
20.86, 0.195463
20.88, 0.210858
20.9, 0.224066
20.92, 0.234953
20.94, 0.24341
20.96, 0.24935
20.98, 0.252714
21, 0.253469
21.02, 0.251607
21.04, 0.247147
21.06, 0.240136
21.08, 0.230644
21.1, 0.218768
21.12, 0.20463
21.14, 0.188373
21.16, 0.170166
21.18, 0.150194
21.2, 0.128665
21.22, 0.105801
21.24, 0.0818383
21.26, 0.057027
21.28, 0.0316252
21.3, 0.00589773
21.32, -0.0198869
21.34, -0.0454597
21.36, -0.070554
21.38, -0.0949086
21.4, -0.11827
21.42, -0.140397
21.44, -0.16106
21.46, -0.180046
21.48, -0.19716
21.5, -0.212227
21.52, -0.225094
21.54, -0.23563
21.56, -0.243728
21.58, -0.249307
21.6, -0.25231
21.62, -0.252708
21.64, -0.250497
21.66, -0.245699
21.68, -0.238365
21.7, -0.228567
21.72, -0.216408
21.74, -0.202009
21.76, -0.18552
21.78, -0.167109
21.8, -0.146965
21.82, -0.125297
21.84, -0.102328
21.86, -0.0782979
21.88, -0.0534554
21.9, -0.0280596
21.92, -0.00237543
21.94, 0.0233292
21.96, 0.0487862
21.98, 0.07373
22, 0.097901
22.02, 0.121048
22.04, 0.142931
22.06, 0.163325
22.08, 0.182018
22.1, 0.198819
22.12, 0.213557
22.14, 0.22608
22.16, 0.236263
22.18, 0.244001
22.2, 0.249218
22.22, 0.25186
22.24, 0.2519
22.26, 0.249341
22.28, 0.244206
22.3, 0.23655
22.32, 0.226449
22.34, 0.214008
22.36, 0.199353
22.38, 0.182633
22.4, 0.164022
22.42, 0.14371
22.44, 0.121907
22.46, 0.0988384
22.48, 0.0747445
22.5, 0.0498755
22.52, 0.0244906
22.54, -0.00114556
22.56, -0.0267654
22.58, -0.0521018
22.6, -0.0768904
22.62, -0.100873
22.64, -0.123802
22.66, -0.145438
22.68, -0.165558
22.7, -0.183955
22.72, -0.20044
22.74, -0.214845
22.76, -0.227024
22.78, -0.236851
22.8, -0.244229
22.82, -0.249082
22.84, -0.251362
22.86, -0.251046
22.88, -0.248138
22.9, -0.242668
22.92, -0.234691
22.94, -0.22429
22.96, -0.211569
22.98, -0.196659
23, -0.179713
23.02, -0.160905
23.04, -0.140429
23.06, -0.118495
23.08, -0.0953314
23.1, -0.0711787
23.12, -0.0462881
23.14, -0.0209188
23.16, 0.0046644
23.18, 0.0301946
23.2, 0.0554056
23.22, 0.0800344
23.24, 0.103825
23.26, 0.12653
23.28, 0.147915
23.3, 0.167758
23.32, 0.185856
23.34, 0.202022
23.36, 0.216093
23.38, 0.227923
23.4, 0.237394
23.42, 0.244409
23.44, 0.248898
23.46, 0.250816
23.48, 0.250144
23.5, 0.246889
23.52, 0.241084
23.54, 0.232789
23.56, 0.222088
23.58, 0.209091
23.6, 0.19393
23.62, 0.176761
23.64, 0.15776
23.66, 0.137122
23.68, 0.115062
23.7, 0.0918082
23.72, 0.0676013
23.74, 0.0426938
23.76, 0.0173451
23.78, -0.00818027
23.8, -0.033616
23.82, -0.0586967
23.84, -0.0831611
23.86, -0.106755
23.88, -0.129233
23.9, -0.150362
23.92, -0.169925
23.94, -0.18772
23.96, -0.203565
23.98, -0.217297
24, -0.228778
24.02, -0.237891
24.04, -0.244543
24.06, -0.248667
24.08, -0.250223
24.1, -0.249195
24.12, -0.245593
24.14, -0.239455
24.16, -0.230843
24.18, -0.219846
24.2, -0.206574
24.22, -0.191165
24.24, -0.173776
24.26, -0.154585
24.28, -0.133792
24.3, -0.11161
24.32, -0.0882693
24.34, -0.0640131
24.36, -0.0390935
24.38, -0.0137703
24.4, 0.0116923
24.42, 0.0370286
24.44, 0.0619743
24.46, 0.0862696
24.48, 0.109662
24.5, 0.131908
24.52, 0.152778
24.54, 0.172057
24.56, 0.189546
24.58, 0.205067
24.6, 0.218459
24.62, 0.229589
24.64, 0.238341
24.66, 0.244629
24.68, 0.248388
24.7, 0.249582
24.72, 0.248198
24.74, 0.24425
24.76, 0.23778
24.78, 0.228854
24.8, 0.217562
24.82, 0.204019
24.84, 0.188364
24.86, 0.170759
24.88, 0.151383
24.9, 0.130437
24.92, 0.108137
24.94, 0.0847154
24.96, 0.0604146
24.98, 0.0354879
25, 0.0101952
25.02, -0.0151996
25.04, -0.0404315
25.06, -0.0652375
25.08, -0.089359
25.1, -0.112545
25.12, -0.134556
25.14, -0.155163
25.16, -0.174154
25.18, -0.191334
25.2, -0.206527
25.22, -0.219578
25.24, -0.230353
25.26, -0.238745
25.28, -0.244667
25.3, -0.248061
25.32, -0.248892
25.34, -0.247153
25.36, -0.242861
25.38, -0.23606
25.4, -0.226821
25.42, -0.215236
25.44, -0.201425
25.46, -0.185529
25.48, -0.16771
25.5, -0.148153
25.52, -0.127059
25.54, -0.104646
25.56, -0.0811473
25.58, -0.0568068
25.6, -0.0318779
25.62, -0.00662068
25.64, 0.0187013
25.66, 0.043824
25.68, 0.0684853
25.7, 0.0924284
25.72, 0.115404
25.74, 0.137175
25.76, 0.157515
25.78, 0.176216
25.8, 0.193083
25.82, 0.207946
25.84, 0.220652
25.86, 0.231072
25.88, 0.239101
25.9, 0.244657
25.92, 0.247684
